comments,Helpful
rosetta stone is a very efficient way to learn a language. i am an educator by profession and can recognize a well developed product in the field. you are presented with four pictures. you are also presented four written or spoken words in the chosen language. your task is to match the words with the pictures. the pictures are interesting so the entire process is like a game. i look forward to my daily session. the program is a bit expensive but i think it is money well spent - especially with the money back guarantee they provide.,1
this is a great upgrade from xp as long as you know what you are doing you should have minimal issues. the only issues i have so far with my bit install is my year old hauppage tv card has no drivers. other than that everything works great.,0
"as a mac user i had two excellent software choices for my photo manager - apple's excellent photo manager or adobe's. i tried both demos, but was not careful enough (why later). i found the apple product to be both more powerful and more complex, in contrast lightroom was available at a lower price and has an easier to learn interface. plus my having the new adobe photoshop cs pushed me towards lightroom.on price i chose lightroom. ooops! it does not support png and my work has numerous photos moved to that format. so now, i must hope they add png support!",1
"a nasty little secret - intuit does not support multi-user access in quickbooks for macintosh, so a small business with - people can't all have the financials open - must use one at a time, have to close out to let someone else open the system. very disappointing! they seem to have no interest or commitment to fixing this flaw.also the web version only works on pcs, so that isn't an option either.good package overall, but this is a killer problem for us - we're looking to switch to something else - myob, etc.",1
"much better value than other bloated productivity suites by by the leading monopolies. true, it doesn't convert everything perfectly, but such is life -- in most cases all you need is a few minutes to adjust the settings to however you see fit. bravo to amazon.com for a great deal on this software!(for individual students and educators with broadband: browse sun's website for staroffice .)",1
"apparently, loyalty means little to intuit. it offers virtually no support (and what it does offer, you have to pay through the nose for). to boot, it exacts a premium from mac users without any justification, other than it can. sadly, microsoft isn't much better; however, if microsoft would make a mac version of &quot;ms money&quot;, intuit might feel the heat. &quot;money&quot; is a better, more user-friendly product than quicken. further, if ms made a money for mac, &quot;tax cut&quot; would be a natural competitor to turbo tax. intuit has allowed quicken to become a bloated program that's larded with bells-and-whistles that are often useless. you listening bill g?",0
"microsoft money deluxe has a clean, well-organized interface. there are lots of web links that make getting information on your portfolio and internet-accessible accounts a breeze. unfortunately, if you are a current money or user, the price of the upgrade may not be worth it. very little appears to have changed in the last few releases with the exception of additional web links and a year's subscription to money magazine.",1
"the program is great for recording records &amp; tapes to cd's or install the music as .wav files on your computer. it takes a little experimenting to master all of the features the program has to offer. the filter choices gets rid of most of the clicks, crackling and noise that you normally find on old records but depending on the condition of the record you can't get rid of them all. you really need to throughly clean the records before recording. i have been successful in editing and cutting out the bad clicks that won't filter out. for the low price it's a great tool for enhancing and transferring your cherished music to cd's or copy to your mp recorder. magix is owned by a company in germany but has a product support office in the u.s.cons: as most companies, the support is offered thru the web site and is weak.",1
"this is a great educational game for kids learning about the westward expansion. you play as a group of people going west in a wagon train, along the way you will need to deal with problems such as getting across rivers and mountains, getting food, dealing with sickness and encounters with native americans. my daughter, age , can't quite do everything by herself, but we play it together. it also came with a liberty kids cd that is fun as well and teaches about the american revolution. with social studies getting put on the back burner in schools these days this is a great tool. as a teacher not only does it build the kids social studies knowledge it also builds vocabulary and background knowledge that will help them in school.",1
"the pros:--a comprehensive group of pre-defined backup sets. the software is determined to help you keep good backups. kudos!!--ability to define your own backup sets, very simple ui for this. and the advanced features in defining backups are very good.--good scheduling for the backup sets. can have separate schedules for the various sets.--response to email support inquiries has been fast and courteous.the cons:--as reported by other reviewers, the software often asks you to re-enter the serial number. this is anoying at best, and fatal if it occurs during an automated backup in the middle of the night.--cryptic log file. you'll get a report that an error has occured during a backup, but the log file doesn't give much help in determining which files were involved.the summary:buy this software for the good ui and ease of use. but quality and reporting needs to improve before i can give it another star.",1
"this is a very good software program. the only other program that comes close is legacy software. the improvements in the and releases are very helpful, including easier interaction with the web and websites. the software is heavy with advanced items, but still fairly basic for people who are just starting and don't want to get bogged down in the heavier, advanced capabilities. i especially like the connection to ancestry.com (can cost up to $ per month). this package gives you free use of their huge database for months. that makes the software almost free. the low review must be by a disgruntled ex-employee or a newbie to genealogy. his comments are way off base.",1
"i was excited about getting this new software, but just could not master double entry accounting needed to really make it effective. great for tracking expenses, however. many features.",0
"i bought this program a while ago, for a function it couldn't do, but it is, in my opinion, the best mp creator.",0
"i use this software in my school for a video production class. it is amazingly easy to use, yet creates amazingly complex and well made films. i wouldn't recommend trying to use it on an i-mac though. i would suggest using a g to properly use this software. there are a few minor faults in the editing area. for one thing it is almost impossible to input extra footage into an almost finished video. nevertheless, it is a great program. the effects are amazing. if you don't have a digital camera to use with your computer you will need to get a vcr and a converter. if you have the cash to buy this software and have some fun with it i would definitely suggest getting it.",1
"even thought all i have is the demo, it looks pretty cool, up until the battles. it's a painful reminder of final fantasy for playstation. that's probably the only drwaback. but if the rest of the game continues that way, i wouldn't buy it. i'd probably wait for that animorphs game for playstation come out and buy it after the price drops. well, that's my recommendation.",0
"my daughter is seven, and she's pretty darned good at most computer games. she loves horses (not up close and personal, though), so her dad bought saddle up for her. she got the hang of riding the courses and doing the grooming tasks fairly quickly... but i think she's too young to solve the ""challenges"" in the game. and i'm just a dumb mommy, which means i'm no help at all.the manufacturer's website offers no hints at all. and the customer discussion forum is just full of comments from people who couldn't get the game loaded.many of the happy reviewers here seem to be teenagers. i would advise, dear parent, that you avoid buying this game if your kidlet is around the age of my own. she does enjoy the riding and grooming, but since we can't seem to get any further into the ""adventure"" side of the story, she has gotten bored and rather frustrated. me, too!",0
"this program is very easy to use if you have a basic knowledge of the arabic script (i would recommend ""my first words in arabic""). there is nothing in english which leaves the learner to figure many things out independantly, but i learn better this way. the only problem i had with this program is that the content is not very practical. i can say that ""the car is white"", but i still can't say ""how are you?"" i do have a very basic understanding of the grammar, but mostly just a wider vocabulary and a better understanding of the script. a lot of self-motivation is required to learn to speak with this program because there is no recording studio or anything to require speaking. i am glad that i bought it, though, and i think it will be very helpful to me while i continue to learn arabic.",1
i have used norton antivirus in the past and find it keeps many of the bugs out of my computer. so far this edition is running fine.,0
"i haven't purchased tt deluxe ' yet. however i think there some misleading and/or incorrect user reviews on this product.- schedule d is in fact included in the deluxe version. i placed two web &quot;chat&quot; calls and both reps said it was included. i don't know to what extent it is integrated into the interview process (or what the other reviewer's problems were)...- web &quot;chat&quot; calls: i had good experiences placing chat calls on two different days (noon edt).- regarding the ability to import other product data &amp; other &quot;problems&quot;: yes, if tt claims it can import these files then they should fix this. but if tt is such a bad product why are you switching? advertisements while you're using the product -- so what? does it really interfere w/ your ability to use the product?-- just my $ . ...",0
"the good: runs on windows, linux, and solaris; handles most basic office-suite tasks, such as word processing; uses xml file formats that reduce file size and let you share documents across oss; license lets you install suite on up to five machines. you don't need to activate itthe bad: lacks collaboration features; offers no database, dedicated web page maker, pim, or e-mail app.microsoft office is expensive. but you get what you pay for.",0
"i had difficulty installing the program and the support specialist was not very helpful. he e-mailed me information to work out the problems i was having installing the program, which i did not find very helpful.the program is difficult to get into and the instructions are vague. i stll don't know how to download my pictures from apple's iphoto after having read all the instructions and several hours of trying. i have no doubt the program is a good one, but it will take alot of time and experimenting to get it down.",1
"to those who have purchased this item....is it only for electronic scrapbooks, or can you print out pages for hard copy books?",0
"i used the garmin microsd data card in my garmin gpsmap cx on a two week hunting trip in montana in november, . performance was excellent after i called garmin tech support to find out how to view the topo data (that would be drill down in scale until the gps will display topo data).the chips are pricey. i would have used a data cd but garmin is not macintosh friendly, so i needed to buy the chips for my hunt.the chips are not marked as to data content, so i used a small ziploc bag to hold the data chip and a note on the contents. otherwise your option is to install the chip in the gps and then view the title.",1
"i purchased this game for my year old twin boys. they are major rescue hero fans and we have every game and action figure made. the boys love this game because of urv. they can't wait to get one from santa this christmas. however, the game is frustrating because it is too sequential. there are eight games. on the main menu there are only four games to choose from. then there are another four games that are stacked behind the original four games. you can't play the second tier games until you complete the first tier game successfully. and then once you complete a game, you can't repeat it until you finish all games or quit and start over. young children learn by repetition. the boys want to play a game over and over until they master it.overall this is a good game and i am glad i bought it. however, meteor madness and huricane havoc were better thought out. sometimes i wonder if the computer programmers who design these games ever watch a child play them.",1
"i am an experienced author and well acquainted with publishing on paper. i found on producing my own website with no previous knowledge of html that this programme served extremely well for the type of site i needed, mainly text orientated, easily upgraded and edited, with a swift built-in ftp and very few problems. i found it relatively easy to fit in images. the manual had all the usual problems of manuals written by writers from the it world and lacked an accurate structure but with patience and an expectation of not everything being obvious at first glance, i soon became accustomed to it. i did not require advanced animations etc so cannot estimate how good it might be for these but i rate it as the best of the web builders for beginners i have seen, far better than microsoft's &quot;front page&quot;. i have not yet seen version . but hope to buy it when it is available here in the u.k.",1
i am good with languages (fortunatly) but this software i would not recommend unless you're trying to brush up your already existing skills. the audio cd's were great though! i learned a lot from them. but they only give you so you're cut off once you learn how to conjugate regular verbs and about three irregular verbs.,1
"this is a very nice set of four different games, very easy to install without any special requirements so even my old laptop is good enough. i've had a lot of fun with both my sons ( -year old and the -year old).",1
i am wondering if can use this software with any other keyboard because am sing a turkish keyboard which is different than the others in terms of chracters. any body who wants to help me may send e-mail to fufuk@eur.ko.com. thanks for help.,0
"i have purchased this product for the last years, and so far i am very pleased with the results. the software is easy to use and install. with the rebate from amazon, this product was a great deal.",0
"i've just started using this and it's not bad. i did have to read some instructions to find the parts i wanted to use (i hate to read instructions), but so far so good. it is the best scrapbook program out there for the serious scrapbooker.",1
"i purchased this item for business w 's and 's. this brand was purchased as i also use quick books pro, for payroll and assumed i could import my data.the major complaint i have with this product is that all the w and information had to be input by hand rather that import it from quick books. i think i could have typed out w 's faster.as for the tax capabilities, i cannot comment on that as i have my taxes done.i will not buy turbotax again for completion of w 's and 's unless they get the import working.",0
"i bought this software hoping to work on our weekly spelling lists. first, in order to input your list of words you have to also input ""incorrect"" spellings for each of the words, a major pain.second, of the games, none of them include ever spelling your words! all i want is for my kids to practice spelling their words, obviously too much to ask for a spelling program by jumpstart. i can't believe how disappointing this program is.",1
"program works nicely, but go to the link below to download it for something dollars rather than order it for $ . note: to purchase anything on the site, your order total has to be over $ , and toast sells for $ . so, if you don't find anything else you really want on the site, you can just add one of the cheaper programs (around $ ) to bring the total over $ (and still much less than $ ). and then it would be a good idea to back up the software on a dvd-rw.",0
"excellent, highly polished os, and a nice update for mac users.standard price is a little steep, but if you can fit this into budget, it's well worth it.",0
"it is beyond me why this is the most popular distribution. it feels clunky and unfinished, it certainly offers nothing more (and for multimedia support considerably less) than other packages out there. documentation is pitiful. it's not the cheapest either. i personally think that running linux on the desktop is as practical as driving around town on a mack truck, but if you insist on giving it a whirl you'll be better served by the like of mandrake or suse.",0
"ok, but my impression is that the lack of songs &amp; limited activies tends to place this software in the mediocre camp. on the plus side: one activity allows the child to simply use the left or right side of the key board to play. instructions or dialog can be skipped with a simple click of the mouse. the graphics are ok. has up to different levels. on the negative side: no songs! this is kind of lame for toddler ( - ) software. the clickable icons are also to small for some childern. as with almost all toddler software, childern are forced to do a lot of mouse clicking on small icons to play. i am only aware of &quot;reader rabbits toddler&quot;, having the foresight to eliminate this clicking problem. some of the activites were too quickly mastered. this software also has a few problems running with a touchscreen.",1
"it was good and yes, i can get a lot out of it. however, i was really looking for a talking dictionary so that i could enter the word and get the proper pronunciation.",0
"i have a year old and she's been using jumpstart spanish since she was . years old. she just loves it, it keeps her entertained in a productive way. the colors, sound, graphics, songs,and characters are excellent. the only section of the program i am not satisfied with is the conversation section. my daughter does not seem to mind it though. she enjoys coloring and singing songs and playing games that teach her because it's so interactive. the best part of all this is that she is her spanish is getting better and better! i like this program so much that it will be my nephew's birthday gift this year! thank you &quot;jump start&quot;!",1
"my dad uses turbo tax(he has the paperwork in quickenbooks, dont ask about the problems with that product) and i have been using taxcut so i have had the time to compare the products, and have to question what product the people complaining about the user interface are talking about. i see really no meaningful difference between the two.personnaly i will stick with and recommend taxcut for reasons ) does not have a history of installing stupid additional software with it. ) has all the features of turbo tax for the average user(if you are running a buisiness and have a tax consultant go with turbo tax) ) it is cheaper.if you want additional support of have alot of capital gains from stocks get the premium version.",1
"hey guys with the mac version,i did the same thing as you but i am a mac user and accidentally ordered the windows version. when i realized it was to late to return it. now i'm stuck with a program i can't use. if either of you still have your mac version maybe we can exchange. let me know. just post another comment and we can go from there.",0
"powerpoint finally has password protection for modifying and opening presentations. another cool feature is that you can play your slide in any view to see how it will play out without having to go into slide show mode. better animation control, built in image compression and enhanced slide show performance(not sure how effective this is yet), multiple design templates in one presentation, it's suppose to have a file recovery tool but have not been able to test this yet, still no autorun cd feature but definately worth the upgrade.",1
"this game sucked!!!!! i luv horse games but this games sucked!!! i liked riding around but i could never get in my room! it took way long groom my horse, especialy the hooves, i still havnt finshed. u cant see anything falling when u r doing the horses hooves either. i got lets ride dreamer for x-mas and i luv!!!!!! im about play it right now! i think u should get that . its sooooo fun!",0
"i have been using the family tree maker products for a number of years. i love its ease in the ability to add new people into the genealogy charts. i am a little disappointed in the change that moved the screen away from looking like a tabbed folder. i feel that the old style was a lot more user friendly, both visually and functionally.",1
"i think exploring the titanic on the computer is a lot of fun. the graphics are excellent, and you do sort of feel like you are really there. some of the rooms are very exquisitely decorated, and it's neat to walk out on the deck.i think the game is okay, as adventure games go. pro: the story is pretty good. it progresses at a pretty good pace. cons: the navigation is a bit difficult in some rooms. also, this is one of those games where you spend a lot of time interacting with characters, and choosing from a list of responses. like many adventure games with video, some of the acting is not stellar.i think this game is worth buying if you like to explore, and are intrigued by the titanic story.",1
"my three (and a half) year old daughter became interested in this game after we received a promotional cd at our local science museum. she loves this game, and has made great progress playing a couple of times per week over the last few months. i think this game will hold her interest for several years, since there are three levels of difficulty.my only complaint is that in order to complete the game, the player must go through a section that involves a high level of physical control (the characters are running and jumping from object to object in traditional video game style) which younger players might not have. we just skip this part, but it would be nice after all her hard work using her brain (critical thinking skills definitely required) to have the reward at the end without my help. the recommended age is - , so perhaps at those ages this part of the game would be accessible.",1
"virtual pc runs at about one-tenth of the speed as a real pc, but for many applications this is fine. i use virtual pc to run freebsd . and it runs very nicely on a dual ghz machine, and still okay on an mhz powerbook g . the latest versions of windows are still sluggish. this . update seems fine, but now litters the users directory with empty virtual pc scripts folders and such. get rid of them!",1
"this product is very awkward to use. it's hard to manipulate images, and you usually don't get what you expect. i would not recommend it.",0
"not as easy as appleworks . . the spreadsheets especially are difficult to complete, even using the iwork' user manual (download) and the iwork ' 'getting started' booklet that comes with the software. i had amuch easier time creating my own 'drawings'; spreadsheets; charts, etc when i had only my appleworks torely on. the word-processing (pages) and the various 'templates' work fine -but- i still miss my appleworks.i know apple, inc. has to offer pc/microsoft compatibility in order to compete in this market--i just hope they(apple) do not lose sight of their primary mac customers. profit is one thing but customer satisfaction is something totally different [and absolutely necessary]. getting the consumer to come back, each time, is themost important thing apple should be doing at this time.",0
"there is not much out there in ukrainian language learning software, so this is a good start. it covers basic some basic vocabulary, but only a few travel phrases. it was simple and easy to use. not much depth, but is billed 'beginning level.' i did not care for the 'ditzy' personalities or the gambling motif, but that is all window dressing. almost the same as instant immersion - talk now: russian! --except for the language of course.",1
"dreamweaver mx is significantly easier to use than previous versions, and is probably the best general-purpose site manager out there. however, for professional, commercial web application development, microsoft's visual studio (featuring .net) beats dreamweaver hands down. there are considerations however- vs costs - times as much as dreamweaver (depending on the version), and requires much more user knowledge and training.i found the learning curve for dreamweaver mx to be insignicant. the first time i used it, i was comfortable with it in a couple of hours, and proficient by the end of a week. if you are an entry-level to mid-level web site developer with limited programming knowledge, the html editor and site management tools should suit your needs. if you wish to do larger scale web application development, you may also do so using dreamweaver's built in support for different technologies. if you want to go high-end, definitely consider visual studio instead.overall, a solid application, and pretty comprehensive package.",1
"i purchased topo because it has both road and topo data, and can upload both to my gps unit. after some use, i found that the maps are off by roughly / city block (software shows me as just north of where i actually am). furthermore, i found both gaps (missing stretches of road) and mislabeled roadways when looking at the stretch between i- south and ross island bridge (hw ) in downtown portland, or. the combination of missing roadway and mislabeled roadway in this stretch was bad enough that i had to use mapquest instead. hopefully i just encountered the only such case of this. if accuracy and completeness of road data are critical for you, spend your money elsewhere.i gave it three stars because in all other cases it's been close enough, and i am enjoying getting topo maps into my unit.",1
"i've lived here over half my life and don't speak french, not because i don't know what to say, but because i've always been afraid that it wouldn't sound right. this program is great for learning the correct pronounciation, and the conversation feature helps with thinking fast. my kids (ages & ) were not doing so well in french class last year but they've been practicing with this program and gaining confidence. it's a lot of fun to use, especially the speech recognition meter, we take turns and compete to see who can get farther into the green area. looking forward to having a french conversation with my french husband.my only problem with this program is that even though it's new, ...the online programs that are supposed to be downloadable to your computer are no longer available. not saying that the cd's don't have plenty to keep me busy but i feel a little [left out] because they discontinued them so soon.",1
"i have used ms works from about the time it was born, when it was quite primitive and sometimes unstable. but i have continued to use it, primarily for databases, because it has become progressively more stable and easy to use. these are not all small and simple databases--many include several thousand items, each with to fields of data. it is easy to &quot;find&quot; single items or to assemble groups of items (&quot;filter&quot;), and to print customized reports. so if you don't need (or want) the super sophistication of access, i have found works to be a friendly and helpful--and inexpensive--alternative.",1
"i was extremely disappointed in total d home deluxe (v . ). this is the first software that i have ever bought that was unusable as shipped.entire rooms would disappear on walk-throughs, leaving only lonely door frames to mark their absense. the d rendering software generated almost photo-realistic images of rooms, but left ugly black visual artifacts on surfaces. if you wait minutes for software to render an image of a bathroom, you shouldn't have to spend another minutes in photoshop trying to repair it!don't buy this -- wait for version . .",1
"i agree, this software is good. great detail. the d feature is over-rated, though, for my uses. more of an image gimmick than actual representation of terrain. more importantly, though, my software suddenly &quot;lost&quot; one much-used quad sheet, leaving white space in it's place on my screen. i also lost all the markers and trails associated with that area, which included several day's work. called their customer service for assistance and was connected to a very rude, arrogant, and unhelpful technician. result: no fix. the company needs to back an excellent product with helpful and knowledgable technicians.",1
"unlike prior years, deluxe does not include the ability to include employee stock option or other employee stock income ... you have to buy the premier version.",1
"although amazon advertises mapsource metroguide north america v dvd ( ), they only have mapsource metroguide north america v dvd (old ). unless you want to buy a year old set of maps purchase this product from another vendor!",1
boo! this game is for babies. i have been studying chess for more than one year. i thought this game would be challenging. it's good for beginners though.,0
"i purchased this math cd for my daugther in rd grade who struggles in math. she has used the cd but doesn't seem to enjoy it as much as i was hoping she would. it is possible that she may like it more if i look through it, see how it works b/c maybe she isn't playing it properly but i don't know that for sure b/c i haven't had the time to check it out...the item arrived a few days after i placed the order so that was not a problem it's just the actual cd that doesn't seem great but perhaps it is better than i realize...",0
"compared to previous versions, microsoft office is much easier to use. the layout of word and related programs are easier to get around in and find what you're looking for.",0
"if you want a features list, go to the site - everything it says it can do it does, but the cost is an odd complement for the features. is it worth the ease and intigration for the extra dollars over visual c++ . ? i'm not that sure, but i think you might rather take the extra hour or so to create a window with api or mfc than earn the extra money - then again, it might be because i haven't graduated highschool yet. hopefully that will not bring up any prejudices, as i did make sure i attempted at all the options, and i must say i am happy with the product, but would i recommend paying the toll? no - although the server tools and language integration (i can now work with a friend who uses java), the cost is very steep.",0
i bought this title to use during the summer prior to my child taking spanish in high school. she had little exposure to a foreign language and i wanted her to be ready when entering the class in high school. i found the cd to be a fun and simple way to introduce the basics of the language. both my child and i used the cd throughout the summer and were able to learn simple spanish techniques. the approach is simple and interesting. it presents the materials in small bites that are easy to understand followed by a testing period at &quot;la feria&quot; (the fair). you get to choose various activities to test how well you assimilated the material. my nd child is now using this cd to get prepared for his encounter with language. i would recommend this cd as an introduction and to help set some basics in place before taking an actual spanish course. it was more fun than either my children or i anticipated.,1
the software may encounter difficult to install for unknown reason. it is very easy to use. picture is seen clearly when i play movie.,0
"i planned to save my raw files created by my canon digital rebel and was surprised to learn that, while photoshop album . can handle a number of different raw formats, those created by that (popular) digital camera are not recognized (i confirmed this with adobe). so, beware; check the adobe web site for info about your camera before buying this package.if you do purchase photoshop album . , be sure to go to the adobe web site and look for recent downloads in order to get the latest version -- . . apparently this corrects a number of 'issues' that have plagued this program.",1
i played the game at adult level i was bord with this titel and disapointed since enjoyed the final seen titel,0
"our year old has had a blast playing this game. it is loads of fun exploring around the campsite, climbing up (and sliding down) mount rockslide, and looking for helpful objects which will allow the brain to construct a signalling device.there are simple, yet challenging activities, like constructing a tent, which have been fun, and all of the arthur characters, with their trademark personalities are there to help.",1
risk is a very good game. it is just like the board game with some very good addons. first there is same time risk. here you don't wait turn but you all get reinforcements at the same time and attack at the same time. you use diffrent type of dice here to. the more men you have the better dice so it eliminates the problem of have guys to out . as there are tourdoments wicth in compairson to a command and conquer is like a compain. also in difference to the board game you can now chose your teritories diffren. first you can have the computer do it randomly. second you can choose in a turn based way. and third you can have an election which is like an auction. this game is well worth you money and is fun for everyone. higly recommend.,0
"i bought this software to help me design several web sites including an e commerce site. overall, this software is very user friendly. having never used any major web design software, i found it easy to navigate and figure out although i must admit that i had to refer to a help book to decifer a few things - especially with the e commerce site. once you understand the basics though, it is very straight forward. the tutorials are good. the help links are also good. no regrets in buying it!",1
"i bought quicken since i wanted to be able to keep track of my expenses. i am taking a class to learn to use it. i am not yet proficient with it, but it seems promising.",0
got my product; however it was delivered late and after the date that i was told that it would be delivered.,0
i used dac easy (sage software) for years and just switched to quick books pro. qbp is light years easier than dac easy. what took me so long?,0
i have been using works for years as i had used microsoft office but i never used anything more than works offered for a tenth of the price. the new version is a good step up until i tried sun open office which is free. this product is a full blown office suite and it is free. i doubt this will get posted but try both work and open office and see yourself,1
first of all the graphics suck and there are a lot of gliches(a glitch is a point in a game where you can see through a wall or see a person in mid air etc)the game play is good the price is the best. over all i would recomend a different game like grand thef auto three. the driving on the italan job is not reallistic and there are invisible walls were on free mode you will be driving and just stop and your damage will go up the citys are small espeshally the alps and when you hit a person they fly up like super man and come down and start walking .and the cops dont notice you if you drive in revers . so over all you should keep looking,0
"up until about months ago, we were keeping our addresses in a paper binder. the problem with that is that it was difficult and messy to update and the pages would get destroyed over time, just from normal use. this has been a great solution. i print it out every months or so and we update it periodically. its hard to believe that something so basic could be this helpful. i hope that it stays compatable with future windows versions.",1
"i bought this product based on the reviews from this site. while i see how this software certainly could be great (very powerful and easy to use) it failed me in two key areas: .) for whatever reason, the avi files from my cannon powershot s digital camera are not compatible with the video deluxe software. the magix support staff, of course, blamed cannon and provided no help whatsoever, even though the cannon avi files work fine with competitor software produced by roxio and arcsoft. considering the popularity of cannon cameras, this incompatibility is a major liablity. .) again, for whatever reason, the video deluxe software crashes my computer every time i attempt to burn a vcd or dvd. again, the roxio and arcsoft software work fine, so the problem is only with video deluxe .despite downloading the most recent patch, it is a shame this software is so riddled with bugs. it certainly has tremendous potential if not for the bugs.",1
"i thought that voice recognition software had finally reached the point where i would buy it. based on my research ibm seemed to be the best. the standard version really is all you need for dictation of reports, articles, letters, etc. email will require a more advanced version.it actually works quite well. the key is to spend time at the beginning to train it to your voice and to correct each error. now its not going to be like star wars (scotty: &quot;a keyboard, how quaint.&quot;) but it works and has greatly reduced my carpal tunnel wrist pain.not quite stars, i am a tough critic, but worth the money and i am using it daily in my work.",1
"i'm sure this is a nice suite of programs from apple. i love my mac but cannot install the full program on my (now) puny mhz g imac - the slowest system it can work on. it requires . gb on your startup disk. that's half of my almost full harddrive! and the installer won't allow it to be installed on an external drive. i've got lots of space there! must be on startup disk. dang.... garageband also doesn't work on a g system like mine. iphoto on a g system leaves off the advanced editing tools. so, be very careful about ordering this. read the fine print about system requirements. i am very disappointed. oh well, it's almost time to buy that g imac with the "" lcd.",1
http://www.amazon.com/gp/product/b ghghc/ref=cm_cr_rev_prod_imgreceived product in record time! great doing business with these people. have not used the product as yet but am looking forward to doing that in the very near future.,0
"this seems to be ok. it hits the basics of math. i haven't had much time to use this yet, but as far as what i saw it looks ok.",0
"of all the ms windows(r) versions, this is the one i have liked best. yet, it still gets only stars? the ""bang-for-buck"" ratio is too low. ms windows versions are too expensive for what they provide. it is time to consider the better alternative,ubuntu . dvd.",0
really neat program and it may be a tad over my head right now. the tutorial is helping a great deal. i am positive that i will find all the right buttons.,0
"only one out of the games is worth while. the legacy of rosemond hill is lots o fun, but i always get stuck in a wall or something like that. competitions at rosemond hill is just plain dumb. dont play it. too many gliches. and whats with the mystery game? the game pack is called &quot;lets ride&quot; and there are no horses in the mystery one. its dumb. and also its not too hard to have dressage because the &quot;lets ride champion collection&quot; has dressage. i can't really complain though b/c jumping beats dressage any day. overall the games are okay but there are way too many gliches. happy riding.",0
"photofinish . has a couple of problems. it isn't possible to use the registration form...you can never get registered! also, it fails when loading some jpg files...about % of the jpg files i use cannot be viewed using photofinish . ..i also notice there is a newer version . , and maybe that one works better. other than the two bugs above, i have used photofinish in this and earlier versions a lot, and it is still my favorite program for getting photos prepared for newsletters, web advertising, and general clean-up of family snapshots...for that, it works great!",1
"i was wary of trying this when i saw all of the bad reviews, but after buying and using it for months, i don't regret purchasing it. true, it seems a little disjointed, but once you remember that you use the program by using the top menu bar and do your navigation that way and through the little windows on the screen, one gets used to it. but remember, this software wasn't written for leopard. i had no problem what so ever using it.",1
"i think that this version of ms money is good in the fact that it has become more task based and it has a lot more fuctionality with the ms office programs. i also have found that it is a bit faster the some of the previous versions. the few things that i do not like about it however, are really just personal preference. i don't like the fact that they have gotten rid of a large portion of the customizations for the home page. i also found when i was pulling my tax information for this year, that the reports were not the same as the previous version and i had to build my own. other then that, i think that it is a good peice of software.",1
"warning!!!! if you purchase this product you can run it on one and only one machine. for example if you have a laptop and desktop you may only install it on one of the two machines. if you try to install it on both the update feature will no longer work. when you contact trendmicro they will inform you that you will need to buy another complete copy of the software to use it on both machines. talk about gouging your customer!!!! there is no reason for trendmicro to treat &quot;home&quot; users in this way. the vast majority of software companies allow a product to be used on multiple machines as long as it is by the same user.as for the product itself, it works well.",0
"i thought that this program would be like turbotax, in the sense that i thought it would make suggestions on how i could change my charitable giving to save even more on my taxes.however, it isn't much more than a glorified way to keep track of your giving -- which you could do in a spreadsheet program or quicken or even by saving receipts.the only thing i really learned from the program is that you can deduct the mileage for your trips to donate non-cash items. other than that, my guesses as to &quot;fair market value&quot; for my donated items were pretty much right in line with what it's deductible suggested. all that keying in ... and not much difference in the bottom line.moral? don't spend the $ on this one. buy a really nice calculator instead to add up the value of all your items.",1
i purchased this software for my daughter. this software is a bit outdated and has compatability issues with windows xp. it works but not without some tweaking. i've seen better software produced a few years prior to when this product was released. it does offer some learning for children but very minimal. for how much potential it has it delivers very little.,1
"have you ever had the urge to edit your photos or be creative with them? have you wanted to get a hold of photoshop but found it too expensive and you weren't sure you would like it or use it?well, photoshop elements . is for you. it encompasses some of the best features from the full version at a fraction of the cost. it has automated features that do the work for you. it has tutorial hints and recipes that walk you through the processes of creativity.i own photoshop . but got this because of the automated photo merge and other automated items. it will get you hooked on photo editing ~ you will love it!!",1
"ultimate family tree is a great genealogy program which lets you do almost everything you could think of, even write reports in languages other than english. to me, this is the genealogy program... while, for example, family tree maker is a good program, too, it lacks a lot of the data entering capabilities of the ultimate family tree.however, i would like to point out to potential buyers that its manufacturer &quot;the learning company&quot; has recently discontinued this software. they've decided to only sell family tree maker instead of offering both programs. so buyers should think very carefully if they want to buy arguably one of the best programs on the market knowing support will probably be very limited if not nonexistant in the future.",1
